"Date";"Time";"timestamp";"SteamGen150";"SteamCon30MW";"SteamtoSugar110_3ATAPRDS";"Stmto3Old110_45ATAPRDS";"Stmto3New110_45ATAPRDS";"StmMillTurbine110_45ATAPRDS";"StmtoDistil110_45ATAPRDS_o";"Stm4MWTG110_45ATAPRDS";"ExtractionStm30MW";"Bleed2HPH1Stm";"Bleed1HPH2Stm";"TotalStmtoSug150";"Stmtodeareator150";"SteamGen35";"StmCons4";"StmCons45_55ATAPRDS";"Stm45_55ATADeareatorEjectorPRDS";"Extractionstm4";"TotalStmdistil";"StmtoEjector";"Stm35TDeareator";"StmtoSugDisti";"SteamGen70";"StmCons3Old35";"StmCons3New35";"StmDist70";"Stmto4_70TPH";"TotalStmtoSug70";"Firewood150";"Baggase150";"Firewood70";"Baggase70";"Firewood35";"Baggase35";"SlopCon"
"2023-11-21";"2023-12-08 17:58:00";"2023-12-08 18:00:43";805.2;805.2;0.0;0.0;0.0;0.0;0.0;0.0;69.8;35.0;35.9;0.0;69.8;854.3;854.3;0.0;0.0;686.3;302.1;9.8;129.8;261.5;1555.6;579.5;498.2;0.0;0.0;1817.1;0.0;575.1;0.0;777.8;0.0;375.0;32.3
"2023-11-20";"2023-12-08 18:02:00";"2023-12-08 18:03:12";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;861.5;861.5;0.0;0.0;686.8;308.2;9.9;126.7;258.0;1586.0;584.4;472.4;0.0;0.0;1844.0;10.0;320.0;0.0;793.0;0.0;401.0;0.0
"2023-11-19";"2023-12-08 18:05:00";"2023-12-08 18:05:47";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;832.7;820.7;12.0;0.0;655.3;303.1;9.8;122.4;247.2;1441.9;567.7;456.5;0.0;0.0;1687.3;0.0;0.0;0.0;721.0;0.0;396.0;0.0
"2023-11-18";"2023-12-08 18:07:00";"2023-12-08 18:08:09";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;782.1;782.1;0.0;0.0;555.9;162.3;9.8;117.6;274.1;1343.5;570.7;439.0;0.0;0.0;1591.4;0.0;0.0;0.0;671.7;0.0;372.0;0.0
"2023-11-17";"2023-12-08 18:10:00";"2023-12-08 18:10:34";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;681.6;681.6;0.0;0.0;410.5;11.7;9.8;105.8;290.9;1164.1;536.8;314.5;0.0;0.0;1343.5;0.0;0.0;0.0;612.7;0.0;341.0;0.0
"2023-11-16";"2023-12-08 18:12:00";"2023-12-08 18:12:59";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;498.3;498.3;0.0;0.0;203.6;12.7;9.8;95.1;5.0;530.2;296.3;106.3;0.0;0.0;435.4;0.0;0.0;0.0;407.8;0.0;270.0;0.0
"2023-11-15";"2023-12-08 18:14:00";"2023-12-08 18:14:27";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;477.5;477.5;0.0;0.0;206.5;4.7;9.8;95.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;251.0;0.0
"2023-11-14";"2023-12-08 18:16:00";"2023-12-08 18:17:18";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;532.6;473.2;59.4;0.0;158.6;64.0;9.7;109.1;0.0;187.4;108.9;38.2;0.0;0.0;148.4;0.0;0.0;1.0;233.2;0.0;266.0;0.0
"2023-11-12";"2023-12-08 18:12:00";"2023-12-08 18:31:28";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;346.8;242.2;104.6;0.0;0.0;0.0;11.0;18.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;40.0;0.0
"2023-11-13";"2023-12-08 18:32:00";"2023-12-08 18:32:25";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;248.8;197.2;51.6;0.0;50.8;20.9;7.3;45.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;165.0;0.0
"2023-12-08";"2023-12-09 09:04:00";"2023-12-09 09:18:55";3466.1;3330.1;136.0;0.0;0.0;0.0;0.0;0.0;2448.3;167.1;148.2;2416.7;135.9;826.0;826.0;0.0;0.0;585.8;488.8;10.7;97.5;0.0;1649.1;585.3;531.0;0.0;0.0;1603.8;0.0;1397.6;0.0;756.5;0.0;333.0;67.5
"2023-12-01";"2023-12-09 10:20:00";"2023-12-09 10:30:11";3318.9;3296.9;22.0;0.0;0.0;0.0;0.0;0.0;2266.4;152.1;157.4;2094.6;147.5;828.7;828.7;0.0;0.0;598.4;494.3;9.8;102.6;6.0;1622.8;581.1;546.3;0.0;0.0;1608.3;0.0;1354.7;0.0;754.8;0.0;325.0;94.2
"2023-12-02";"2023-12-09 12:00:00";"2023-12-09 15:09:17";180.7;180.7;0.0;0.0;0.0;0.0;0.0;0.0;117.5;10.3;9.1;105.8;6.9;730.7;714.7;16.0;0.0;458.0;366.0;9.9;87.4;0.0;975.7;486.9;388.2;0.0;0.0;862.5;0.0;90.4;0.0;513.5;0.0;304.0;51.1
"2023-12-09";"2023-12-10 09:57:00";"2023-12-10 10:09:50";3454.3;3316.3;138.0;0.0;0.0;0.0;0.0;0.0;2414.2;166.5;147.5;2383.8;138.1;822.4;822.4;0.0;0.0;580.5;485.1;10.7;97.4;0.0;1641.4;593.8;520.3;0.0;0.0;1594.5;0.0;1392.9;0.0;752.9;0.0;331.0;68.9
"2023-12-10";"2023-12-11 10:17:00";"2023-12-11 10:23:22";3460.3;3316.3;144.0;0.0;0.0;0.0;0.0;0.0;2411.5;165.4;147.1;2384.1;135.8;499.0;499.0;0.0;0.0;265.8;173.9;8.3;65.5;0.0;1645.4;595.0;533.5;0.0;0.0;1598.4;0.0;1395.3;0.0;754.8;0.0;210.0;28.9
"2023-12-03";"2023-12-11 10:23:00";"2023-12-11 11:26:32";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;766.6;766.6;0.0;0.0;471.8;332.8;9.8;96.8;0.0;623.4;505.6;81.6;0.0;0.0;406.7;0.0;0.0;0.0;346.3;0.0;319.0;54.0
"2023-12-04";"2023-12-11 11:26:00";"2023-12-11 12:05:12";2378.2;2365.2;13.0;0.0;0.0;0.0;0.0;0.0;1441.6;161.1;134.6;1294.6;105.3;736.5;736.5;0.0;0.0;433.4;296.1;9.8;95.7;0.0;1281.0;543.8;375.5;0.0;0.0;1150.6;3.5;1156.6;0.0;624.9;0.0;308.0;49.2
"2023-12-05";"2023-12-11 12:05:00";"2023-12-11 12:12:38";3480.2;3310.2;170.0;0.0;0.0;0.0;0.0;0.0;2372.3;165.5;153.4;2374.4;149.9;789.4;789.4;0.0;0.0;522.3;415.4;9.8;97.5;0.0;1637.0;580.0;553.9;0.0;0.0;1608.1;0.0;1420.5;0.0;750.9;0.0;327.0;52.7
"2023-12-11";"2023-12-12 10:20:00";"2023-12-12 10:27:31";3415.9;3298.6;75.0;0.0;0.0;0.0;42.3;0.0;2370.6;171.1;146.6;2265.4;134.7;0.0;0.0;0.0;0.0;0.0;42.3;0.0;0.0;0.0;1625.1;595.1;530.8;0.0;0.0;1582.3;0.0;1377.4;0.0;745.4;0.0;0.0;0.0
"2023-12-06";"2023-12-12 10:27:00";"2023-12-12 10:37:40";3335.3;3307.3;28.0;0.0;0.0;0.0;0.0;0.0;2376.9;170.2;150.1;2234.1;122.0;818.0;818.0;0.0;0.0;572.4;476.8;10.4;96.6;0.0;1611.8;580.4;557.1;0.0;0.0;1571.7;0.0;1350.3;0.0;739.4;0.0;329.0;68.9
"2023-12-12";"2023-12-13 10:03:00";"2023-12-13 10:10:18";3376.1;3346.1;25.0;0.0;0.0;0.0;5.0;0.0;2509.6;158.1;151.7;2370.2;127.1;575.8;540.8;35.0;0.0;361.3;309.7;8.4;73.3;0.0;1633.0;591.0;528.5;0.0;0.0;1598.8;0.0;1361.3;0.0;749.1;0.0;279.0;58.9
"2023-12-13";"2023-12-14 09:36:00";"2023-12-14 09:52:05";3395.7;3343.7;52.0;0.0;0.0;0.0;0.0;0.0;2501.4;176.2;163.2;2385.6;129.6;727.0;727.0;0.0;0.0;433.5;323.7;9.8;93.5;0.0;1643.9;591.1;535.6;0.0;0.0;1597.0;0.0;1358.3;0.0;754.1;0.0;267.0;120.7
"2023-12-14";"2023-12-15 09:53:00";"2023-12-15 10:00:01";3360.9;3342.9;18.0;0.0;0.0;0.0;0.0;0.0;2545.1;161.8;157.7;2412.7;118.6;693.9;693.9;0.0;0.0;385.4;258.7;9.9;92.7;0.0;1628.0;584.8;522.6;0.0;0.0;1579.9;0.0;1355.2;0.0;746.8;0.0;249.0;123.9
"2023-12-15";"2023-12-16 09:26:00";"2023-12-16 09:33:41";3370.7;3354.7;16.0;0.0;0.0;0.0;0.0;0.0;2527.5;161.3;158.1;2392.1;121.4;692.3;692.3;0.0;0.0;399.2;277.6;9.9;91.9;0.0;1662.0;592.0;529.8;0.0;0.0;1619.8;0.0;1359.1;0.0;762.4;0.0;261.0;102.0
"2023-12-16";"2023-12-17 09:09:00";"2023-12-17 09:16:38";3435.6;3312.6;123.0;0.0;0.0;0.0;0.0;0.0;2438.0;159.6;157.0;2406.3;133.2;702.3;702.3;0.0;0.0;402.0;273.3;9.9;91.9;0.0;1652.3;589.1;525.8;0.0;0.0;1622.7;0.0;1385.3;0.0;757.9;0.0;252.0;127.5
